id,time,country,province,city,lat,long
4807723,2017-06-21T00:19:37.373Z,CA,ON,Uxbridge,44.1073,-79.1309
5016913,2017-06-21T00:34:56.757Z,CA,SK,Saskatoon,52.1395,-106.586
4590853,2017-06-21T01:03:15.583Z,CA,QC,Montréal,45.4978,-73.5798
5416738,2017-06-21T01:04:32.627Z,CA,QC,Bishopton,45.69938,-71.45891
4775528,2017-06-21T01:17:03.497Z,CA,ON,Innisfil,44.3479,-79.5594
5573759,2017-06-21T01:19:19.993Z,CA,AB,Canmore,51.0876,-115.3461
5047708,2017-06-21T01:37:18.457Z,CA,AB,Cochrane,51.1815,-114.468
5267558,2017-06-21T01:53:01.813Z,CA,AB,Strathcona,53.55451,-113.27186
4937520,2017-06-21T02:30:37.350Z,CA,ON,Brampton,43.7033,-79.7603
5066233,2017-06-21T02:38:25.270Z,CA,QC,Saint-Hubert,45.47763,-73.43533
5070811,2017-06-21T02:38:41.277Z,CA,QC,Granby,45.3992,-72.7544
5122771,2017-06-21T02:42:26.667Z,CA,AB,Calgary,51.1188,-113.9471
5374704,2017-06-21T03:00:33.403Z,CA,ON,North York,43.7578,-79.4611
5392175,2017-06-21T03:02:13.037Z,CA,ON,Toronto,43.6796,-79.4343
4933481,2017-06-21T03:30:29.870Z,CA,AB,Calgary,51.0242,-114.1004
4593654,2017-06-21T04:03:32.587Z,CA,NB,Moncton,46.1033,-64.815
4671327,2017-06-21T04:09:02.860Z,CA,AB,Calgary,51.0399,-114.044
4808966,2017-06-21T04:19:39.050Z,CA,SK,Saskatoon,52.1225,-106.7249
4906604,2017-06-21T04:28:10.160Z,CA,ON,Barrie,44.4015,-79.6782
5514029,2017-06-21T05:14:35.690Z,CA,ON,Milton,43.5148,-79.884
5105769,2017-06-21T05:41:26.837Z,CA,ON,Markham,43.8735,-79.3335
4850366,2017-06-21T06:23:15.630Z,CA,QC,Chambly,45.4491,-73.2918
5129014,2017-06-21T06:42:58.683Z,CA,AB,Red Deer,52.2816,-113.843
4689257,2017-06-21T07:10:37.647Z,CA,ON,Barrie,44.3303,-79.7268
5487381,2017-06-21T07:11:57.160Z,CA,MB,Winnipeg,49.916,-97.0669
4993165,2017-06-21T07:33:44.043Z,CA,AB,Calgary,51.0571,-114.077
5105597,2017-06-21T07:41:27.723Z,CA,AB,Calgary,51.063,-113.889
5326176,2017-06-21T07:56:40.360Z,CA,QC,Saint-Jérôme,45.8933,-74.1367
5332212,2017-06-21T07:57:14.227Z,CA,ON,Toronto,43.67495,-79.32553
4695029,2017-06-21T08:11:06.320Z,CA,ON,Ottawa,45.3804,-75.7468
4747687,2017-06-21T08:15:06.900Z,CA,AB,Calgary,51.0494,-113.9564
4920523,2017-06-21T08:29:19.713Z,CA,QC,Montréal,45.5294,-73.58
4923548,2017-06-21T08:29:36.457Z,CA,ON,Toronto,43.6735,-79.403
5285236,2017-06-21T08:54:22.113Z,CA,SK,Saskatoon,52.1305,-106.66316
4582227,2017-06-21T09:02:31.733Z,CA,AB,Edmonton,53.4154,-113.4178
4837361,2017-06-21T09:22:04.280Z,CA,BC,Coquitlam,49.2504,-122.89065
4868864,2017-06-21T09:24:47.120Z,CA,AB,Calgary,51.0196,-114.20029
5146778,2017-06-21T09:44:05.377Z,CA,ON,Thornhill,43.8395,-79.3831
5366033,2017-06-21T09:59:47.503Z,CA,ON,Bowmanville,43.908,-78.707
4565895,2017-06-21T10:01:51.683Z,CA,ON,Toronto,43.6425,-79.3833
5425795,2017-06-21T10:05:29.973Z,CA,AB,Edmonton,53.4579,-113.412
4692209,2017-06-21T10:10:51.597Z,CA,BC,Richmond,49.16542,-123.12659
4524303,2017-06-21T11:00:06.510Z,CA,ON,Chatham,42.3778,-82.1897
5376239,2017-06-21T11:00:38.547Z,CA,ON,Scarborough,43.798,-79.227
5254146,2017-06-21T11:52:06.223Z,CA,AB,Calgary,51.0242,-114.1004
5289874,2017-06-21T11:54:32.753Z,CA,ON,Mississauga,43.5769,-79.6283
4734257,2017-06-21T12:14:04.783Z,CA,AB,Calgary,51.04988,-114.16641
4773163,2017-06-21T12:16:51.547Z,CA,AB,Okotoks,50.7362,-113.9695
5608360,2017-06-21T12:22:22.350Z,CA,AB,Edmonton,53.587,-113.441
4891392,2017-06-21T12:26:39.170Z,CA,ON,Maple,43.85955,-79.49066
4908171,2017-06-21T12:28:12.963Z,CA,ON,North York,43.7534,-79.3272
4621344,2017-06-21T13:05:43.517Z,CA,ON,Toronto,43.6666,-79.3823
4874200,2017-06-21T13:25:14.817Z,CA,AB,Edmonton,53.4564,-113.521
5073177,2017-06-21T13:38:54.637Z,CA,AB,Calgary,51.0818,-113.959
5228013,2017-06-21T13:50:06.280Z,CA,ON,Mississauga,43.5738,-79.7193
4893063,2017-06-21T14:26:46.900Z,CA,ON,Toronto,43.6735,-79.403
5189946,2017-06-21T14:47:06.960Z,CA,QC,Trois-Rivières,46.3776,-72.5352
5236515,2017-06-21T14:50:49.363Z,CA,ON,Toronto,43.6459,-79.3857
5286306,2017-06-21T14:54:29.333Z,CA,ON,Ottawa,45.4019,-75.7513
5329364,2017-06-21T14:57:00.153Z,CA,QC,Dollard-Des-Ormeaux,45.47867,-73.8352
4895966,2017-06-21T15:27:04.357Z,CA,ON,Nepean,45.2778,-75.7563
4991440,2017-06-21T15:33:38.947Z,CA,AB,Red Deer County,52.2708,-113.622
5203117,2017-06-21T15:48:08.827Z,CA,ON,Toronto,43.7129,-79.3888
5225185,2017-06-21T15:49:54.637Z,CA,ON,Kitchener,43.4233,-80.5383
4576772,2017-06-21T16:02:07.953Z,CA,AB,Calgary,51.1726,-114.101
5472644,2017-06-21T16:10:58.863Z,CA,ON,Brampton,43.6656,-79.747
4758306,2017-06-21T16:15:52.497Z,CA,AB,Calgary,51.0823,-114.142
4764097,2017-06-21T16:16:14.130Z,CA,AB,Calgary,51.0823,-113.9578
4914068,2017-06-21T16:28:53.503Z,CA,AB,Fort Mcmurray,56.7377,-111.438
5033996,2017-06-21T16:36:13.110Z,CA,QC,Brossard,45.43181,-73.48817
5058942,2017-06-21T16:37:53.820Z,CA,AB,Calgary,51.0905,-114.182
5299795,2017-06-21T16:55:14.510Z,CA,SK,Saskatoon,52.1225,-106.72488
4585186,2017-06-21T17:02:45.680Z,CA,AB,Edmonton,53.6124,-113.5337
5595403,2017-06-21T17:21:09.277Z,CA,ON,Mississauga,43.5738,-79.7193
4887048,2017-06-21T17:26:17.330Z,CA,ON,Brampton,43.65615,-79.7262
4997159,2017-06-21T17:33:56.783Z,CA,SK,Saskatoon,52.1225,-106.72488
5151326,2017-06-21T17:44:20.437Z,CA,AB,Edmonton,53.46043,-113.39209
5331872,2017-06-21T17:57:07.413Z,CA,AB,Edmonton,53.4143,-113.426
4520192,2017-06-21T18:00:02.717Z,CA,ON,Guelph,43.5776,-80.2201
5385723,2017-06-21T18:01:23.490Z,CA,ON,Petrolia,42.88487,-82.47824
4938458,2017-06-21T18:30:38.333Z,CA,ON,North York,43.7319,-79.4928
