id,time,country,province,city,lat,long
5496923,2017-06-21T00:12:56.840Z,CA,QC,Verdun,45.46213,-73.5712
4910973,2017-06-21T00:28:25.140Z,CA,ON,Parry Sound,45.3497,-80.0085
5044035,2017-06-21T00:36:58.600Z,CA,ON,Waterloo,43.4717,-80.5127
5148985,2017-06-21T00:44:12.883Z,CA,AB,Edmonton,53.4583,-113.569
5506394,2017-06-21T01:13:39.427Z,CA,AB,Calgary,51.133,-113.856
5510757,2017-06-21T01:14:14.100Z,CA,ON,Toronto,43.6606,-79.4635
4785253,2017-06-21T01:17:32.460Z,CA,AB,Edmonton,53.587,-113.441
5600078,2017-06-21T01:21:22.097Z,CA,ON,Etobicoke,43.6879,-79.557
4964976,2017-06-21T01:31:54.010Z,CA,AB,Edmonton,53.56078,-113.45903
5254467,2017-06-21T01:52:12.820Z,CA,SK,Saskatoon,52.1242,-106.665
5605327,2017-06-21T02:21:57.443Z,CA,AB,Edmonton,53.60839,-113.45965
4990414,2017-06-21T02:33:37.523Z,CA,AB,Cochrane,51.1815,-114.468
5156133,2017-06-21T02:44:39.610Z,CA,AB,Calgary,51.07745,-114.16406
4882168,2017-06-21T03:25:59.263Z,CA,AB,Calgary,50.9132,-113.939
4611033,2017-06-21T04:04:54.750Z,CA,ON,Pembroke,45.827,-77.1116
4854106,2017-06-21T04:23:30.813Z,CA,ON,Markham,43.8412,-79.3262
4560318,2017-06-21T05:01:45.810Z,CA,AB,Calgary,51.0915,-114.2073
5037646,2017-06-21T05:36:34.607Z,CA,ON,Scarborough,43.8315,-79.2599
5269238,2017-06-21T05:53:06.253Z,CA,AB,Calgary,51.0524,-114.038
4836954,2017-06-21T06:21:59.950Z,CA,NL,Paradise,47.53,-52.8918
5227374,2017-06-21T06:50:04.580Z,CA,AB,Spruce Grove,53.5533,-113.895
5317345,2017-06-21T06:56:06.193Z,CA,ON,Brockville,44.617,-75.7036
4864943,2017-06-21T07:24:25.580Z,CA,ON,Sudbury,46.4917,-80.9928
5030151,2017-06-21T07:35:57.523Z,CA,AB,Calgary,51.063,-113.889
5118492,2017-06-21T07:42:12.657Z,CA,ON,Cambridge,43.33,-80.2879
5399164,2017-06-21T08:02:41.427Z,CA,AB,Calgary,51.0905,-114.182
4822083,2017-06-21T08:20:52.973Z,CA,AB,Cochrane,51.1815,-114.468
4823688,2017-06-21T08:20:56.660Z,CA,AB,Edmonton,53.4653,-113.385
4885055,2017-06-21T08:26:07.550Z,CA,ON,Orangeville,43.9202,-80.0942
5089585,2017-06-21T08:40:17.010Z,CA,ON,Etobicoke,43.71555,-79.55977
5157001,2017-06-21T08:44:43.793Z,CA,ON,Richmond Hill,43.8625,-79.4353
4550218,2017-06-21T09:01:31.703Z,CA,AB,Calgary,50.8889,-113.991
5500802,2017-06-21T09:13:13.750Z,CA,ON,Richmond Hill,43.9394,-79.4349
5604857,2017-06-21T09:21:55.737Z,CA,AB,Drumheller,51.45665,-112.7117
4963084,2017-06-21T09:31:54.253Z,CA,AB,Edmonton,53.587,-113.441
5049711,2017-06-21T09:37:25.107Z,CA,ON,Maple,43.8526,-79.5117
5094788,2017-06-21T09:40:41.033Z,CA,AB,Calgary,50.8837,-114.0326
5144867,2017-06-21T09:44:04.293Z,CA,AB,Edmonton,53.55,-113.5
5540454,2017-06-21T10:17:05.620Z,CA,ON,Scarborough,43.83591,-79.22765
4968091,2017-06-21T10:32:14.750Z,CA,AB,Edmonton,53.546,-113.5843
5159143,2017-06-21T10:44:53.800Z,CA,AB,Edmonton,53.4653,-113.386
4961552,2017-06-21T11:31:45.363Z,CA,AB,Calgary,51.11516,-114.08176
5043890,2017-06-21T11:37:03.260Z,CA,QC,Gatineau,45.4693,-75.7626
4694723,2017-06-21T12:11:04.343Z,CA,AB,Calgary,51.053,-114.161
4705548,2017-06-21T12:11:59.827Z,CA,ON,Thornhill,43.8395,-79.3831
5543456,2017-06-21T12:17:19.527Z,CA,ON,Ottawa,45.4164,-75.679
5549183,2017-06-21T12:17:38.367Z,CA,ON,Scarborough,43.7458,-79.2353
4973848,2017-06-21T12:32:34.620Z,CA,AB,Calgary,51.0823,-113.9578
5062626,2017-06-21T12:38:11.310Z,CA,AB,Calgary,51.1111,-114.0477
4518814,2017-06-21T13:00:03.793Z,CA,ON,Cambridge,43.3842,-80.2968
4656899,2017-06-21T13:07:58.130Z,CA,AB,Calgary,51.053,-114.161
5459833,2017-06-21T13:09:44.577Z,CA,ON,Timmins,48.4773,-81.3364
4941061,2017-06-21T13:30:53.557Z,CA,ON,Nepean,45.2778,-75.7563
4967583,2017-06-21T13:32:09.833Z,CA,AB,Calgary,51.1111,-114.0477
5202354,2017-06-21T13:48:06.873Z,CA,AB,Fort Mcmurray,56.74285,-111.47653
5207606,2017-06-21T13:48:27.363Z,CA,ON,Toronto,43.6495,-79.3765
5383967,2017-06-21T14:01:20.353Z,CA,AB,Red Deer,52.2694,-113.769
4787225,2017-06-21T15:17:43.713Z,CA,AB,Calgary,51.0823,-113.9578
5048785,2017-06-21T15:37:19.487Z,CA,AB,Calgary,51.063,-113.889
4815765,2017-06-21T16:20:25.293Z,CA,AB,Calgary,51.0829,-114.095
4918840,2017-06-21T16:29:18.400Z,CA,AB,Calgary,51.08205,-113.95841
5313250,2017-06-21T16:55:54.640Z,CA,AB,Calgary,51.1581,-113.938
5386954,2017-06-21T17:01:37.520Z,CA,ON,Toronto,43.6821,-79.4179
5428126,2017-06-21T17:05:51.970Z,CA,ON,Thunder Bay,48.4527,-89.2162
5510370,2017-06-21T17:14:13.327Z,CA,ON,Thornhill,43.8395,-79.3831
4830201,2017-06-21T17:21:29.240Z,CA,ON,Barrie,44.3303,-79.7268
5118295,2017-06-21T17:42:11.513Z,CA,AB,Sherwood Park,53.5398,-113.283
4542273,2017-06-21T18:01:22.330Z,CA,NS,Halifax,44.6385,-63.5838
4722044,2017-06-21T18:13:21.697Z,CA,AB,Edmonton,53.5129,-113.623
4589264,2017-06-21T19:03:08.363Z,CA,AB,Calgary,50.9722,-114.062
5459169,2017-06-21T19:09:32.737Z,CA,AB,Edmonton,53.4593,-113.4145
5523920,2017-06-21T19:15:32.907Z,CA,MB,Winnipeg,49.81743,-97.11022
4868314,2017-06-21T20:24:41.323Z,CA,AB,Edmonton,53.4564,-113.521
5386159,2017-06-21T21:01:33.007Z,CA,ON,Toronto,43.7797,-79.4156
5438688,2017-06-21T21:07:07.437Z,CA,AB,Sherwood Park,53.5263,-113.287
4811374,2017-06-21T21:19:55.990Z,CA,ON,Mississauga,43.5634,-79.6509
4876959,2017-06-21T21:25:33.243Z,CA,ON,Windsor,42.2287,-83.0182
5231768,2017-06-21T21:50:29.087Z,CA,ON,North York,43.7318,-79.4182
4831513,2017-06-21T22:21:31.887Z,CA,AB,Airdrie,51.3082,-114.0398
5243329,2017-06-21T22:51:17.490Z,CA,AB,Calgary,51.0571,-114.077
5326962,2017-06-21T22:56:43.763Z,CA,ON,Etobicoke,43.63931,-79.56384
