id,time,country,province,city,lat,long
5405458,2017-06-21T00:03:30.803Z,CA,AB,Edmonton,53.587,-113.441
4614671,2017-06-21T00:05:11.157Z,CA,ON,Scarborough,43.77653,-79.30999
4691479,2017-06-21T00:10:45.987Z,CA,AB,Calgary,51.0081,-114.073
5570132,2017-06-21T00:19:05.190Z,CA,ON,Mississauga,43.5115,-79.6292
5066506,2017-06-21T00:38:26.543Z,CA,ON,Keswick,44.2228,-79.4604
5248947,2017-06-21T01:51:36.890Z,CA,BC,Victoria,48.42646,-123.36344
5338175,2017-06-21T01:57:48.723Z,CA,ON,Vaughan,43.8432,-79.5644
5359932,2017-06-21T01:59:24.490Z,CA,ON,Burlington,43.3354,-79.8577
4631248,2017-06-21T02:06:13.583Z,CA,ON,Milton,43.5152,-79.8802
4700111,2017-06-21T02:11:33.677Z,CA,AB,Fort Mcmurray,56.7377,-111.438
5607412,2017-06-21T02:22:09.423Z,CA,ON,Toronto,43.7068,-79.3991
5278117,2017-06-21T02:53:57.507Z,CA,AB,Edmonton,53.44221,-113.4451
4859973,2017-06-21T03:23:53.823Z,CA,BC,Vancouver,49.29044,-123.12262
5268137,2017-06-21T03:53:04.637Z,CA,ON,Mississauga,43.5738,-79.7193
5287612,2017-06-21T03:54:32.833Z,CA,ON,Milton,43.5152,-79.8802
4545807,2017-06-21T04:01:27.247Z,CA,ON,Markham,43.85883,-79.29809
4637645,2017-06-21T04:06:43.707Z,CA,SK,Craik,51.04505,-105.83675
5138971,2017-06-21T04:43:36.707Z,CA,AB,Edmonton,53.4564,-113.521
4599183,2017-06-21T05:03:59.867Z,CA,ON,Mississauga,43.5924,-79.7611
5453326,2017-06-21T05:09:02.437Z,CA,AB,Calgary,51.1229,-114.189
4936641,2017-06-21T05:30:37.713Z,CA,ON,North Bay,46.2924,-79.4383
5158641,2017-06-21T05:44:53.880Z,CA,AB,Sherwood Park,53.5263,-113.287
4656086,2017-06-21T06:07:51.113Z,CA,ON,Sudbury,46.4946,-81.0066
