id,time,country,province,city,lat,long
5519073,2017-06-21T00:15:05.900Z,CA,ON,Toronto,43.6414,-79.4151
4901551,2017-06-21T01:27:33.760Z,CA,ON,Richmond Hill,43.8939,-79.4375
5209807,2017-06-21T01:48:30.683Z,CA,ON,Cambridge,43.4194,-80.3255
5047980,2017-06-21T02:37:18.460Z,CA,AB,Lethbridge,49.6836,-112.834
5203695,2017-06-21T02:48:12.307Z,CA,ON,Whitby,43.8873,-78.9422
4560048,2017-06-21T03:01:49.707Z,CA,ON,Bracebridge,45.0442,-79.1286
4874998,2017-06-21T03:25:21.133Z,CA,AB,Calgary,50.9763,-114.0922
4982197,2017-06-21T03:33:05.590Z,CA,ON,Downsview,43.74775,-79.51571
5026343,2017-06-21T03:35:39.107Z,CA,AB,Edmonton,53.50748,-113.68446
4731175,2017-06-21T04:13:56.710Z,CA,AB,Sherwood Park,53.5597,-113.269
5612776,2017-06-21T04:22:52.787Z,CA,ON,Toronto,43.6796,-79.4343
4553979,2017-06-21T05:01:34.750Z,CA,ON,Guelph,43.5412,-80.2469
4720822,2017-06-21T05:13:13.990Z,CA,AB,Calgary,51.0242,-114.1004
4738131,2017-06-21T05:14:20.640Z,CA,AB,Calgary,50.9398,-114.0324
5517433,2017-06-21T05:15:00.117Z,CA,AB,Grande Prairie,55.1568,-118.789
4976737,2017-06-21T05:32:41.137Z,CA,SK,Saskatoon,52.1242,-106.665
5159625,2017-06-21T05:44:58.903Z,CA,ON,East York,43.7062,-79.3709
5240964,2017-06-21T05:51:04.840Z,CA,AB,Calgary,51.0571,-114.077
5281315,2017-06-21T05:54:13.917Z,CA,AB,Calgary,51.0104,-114.066
4557052,2017-06-21T06:01:36.317Z,CA,ON,Waterloo,43.461,-80.583
5549108,2017-06-21T06:17:38.353Z,CA,ON,Toronto,43.6682,-79.4209
5000060,2017-06-21T06:34:07.890Z,CA,ON,Ajax,43.8959,-79.0344
5244284,2017-06-21T06:51:16.860Z,CA,ON,London,42.9611,-81.2431
4570096,2017-06-21T07:01:55.617Z,CA,ON,North Bay,46.3377,-79.3717
5437413,2017-06-21T07:07:00.790Z,CA,ON,Whitby,43.8873,-78.9422
4902501,2017-06-21T07:27:48.850Z,CA,AB,Edmonton,53.5366,-113.5103
4913448,2017-06-21T07:28:47.620Z,CA,ON,Toronto,43.7537,-79.2659
5102010,2017-06-21T07:41:17.497Z,CA,AB,Calgary,51.0104,-114.066
5173642,2017-06-21T07:45:56.643Z,CA,SK,Saskatoon,52.1225,-106.72488
4588589,2017-06-21T08:03:00.930Z,CA,AB,Leduc,53.2668,-113.552
4732718,2017-06-21T08:14:01.317Z,CA,AB,Calgary,51.1229,-114.189
4883111,2017-06-21T08:26:03.477Z,CA,ON,Brantford,43.1772,-80.248
4997016,2017-06-21T08:34:00.587Z,CA,ON,Scarborough,43.8,-79.306
5092860,2017-06-21T08:40:30.970Z,CA,AB,Edmonton,53.587,-113.441
5104288,2017-06-21T08:41:21.387Z,CA,ON,Toronto,43.7056,-79.4279
5142854,2017-06-21T08:43:52.340Z,CA,AB,Edmonton,53.4422,-113.44524
5522626,2017-06-21T09:15:30.290Z,CA,SK,Saskatoon,52.1225,-106.72488
4772388,2017-06-21T09:16:48.117Z,CA,AB,Wetaskiwin,52.8333,-113.45
4985524,2017-06-21T09:33:22.207Z,CA,AB,Edmonton,53.5955,-113.44
5056577,2017-06-21T09:37:44.123Z,CA,ON,North York,43.7677,-79.4126
5113954,2017-06-21T09:41:57.883Z,CA,QC,Hampstead,45.482,-73.6374
5194003,2017-06-21T09:47:23.100Z,CA,AB,Edmonton,53.44144,-113.43615
5256867,2017-06-21T09:52:19.393Z,CA,BC,Delta,49.02158,-123.07628
4655744,2017-06-21T10:07:47.590Z,CA,ON,Saint Catharines,43.1941,-79.2525
5458876,2017-06-21T10:09:27.257Z,CA,BC,Surrey,49.122,-122.7107
4756815,2017-06-21T10:15:41.590Z,CA,ON,Aurora,44.0001,-79.4663
5560818,2017-06-21T10:18:33.467Z,CA,AB,Calgary,51.0818,-113.959
4894319,2017-06-21T10:27:01.917Z,CA,ON,Nepean,45.2778,-75.7563
5031366,2017-06-21T10:36:03.133Z,CA,AB,Calgary,51.07759,-114.16403
5217384,2017-06-21T10:49:15.943Z,CA,AB,Calgary,51.0196,-114.20029
4831210,2017-06-21T11:21:34.087Z,CA,ON,Mississauga,43.5873,-79.6076
5027678,2017-06-21T11:35:47.360Z,CA,ON,Brampton,43.76707,-79.67392
5107633,2017-06-21T11:41:31.833Z,CA,QC,Rimouski,48.4677,-68.5179
5231433,2017-06-21T11:50:30.267Z,CA,AB,Edmonton,53.5515,-113.492
5451377,2017-06-21T12:08:55.293Z,CA,AB,Calgary,50.9505,-113.947
5477438,2017-06-21T12:11:12.190Z,CA,ON,Bradford,44.1179,-79.6007
5481175,2017-06-21T12:11:26.520Z,CA,AB,Fort Mcmurray,56.7141,-111.38
5503670,2017-06-21T12:13:28.550Z,CA,ON,Brampton,43.7033,-79.7603
4725750,2017-06-21T12:13:44.167Z,CA,BC,Richmond,49.16542,-123.12659
4761718,2017-06-21T12:16:08.190Z,CA,AB,Calgary,51.0905,-114.182
5584436,2017-06-21T12:20:21.657Z,CA,ON,Mississauga,43.603,-79.5938
4818919,2017-06-21T12:20:36.420Z,CA,QC,Montréal,45.6043,-73.5178
4832692,2017-06-21T12:21:44.357Z,CA,ON,Thunder Bay,48.3738,-89.2779
5614801,2017-06-21T12:23:07.880Z,CA,ON,Saint Catharines,43.1644,-79.2456
5095075,2017-06-21T12:40:41.010Z,CA,AB,Calgary,51.13845,-113.94255
5135868,2017-06-21T12:43:24.190Z,CA,AB,Edmonton,53.47047,-113.35728
5006785,2017-06-21T13:34:27.520Z,CA,AB,Calgary,51.01517,-114.16267
5048061,2017-06-21T13:37:16.947Z,CA,BC,Kamloops,50.67169,-120.32873
5137010,2017-06-21T13:43:30.850Z,CA,ON,Thornhill,43.8395,-79.3831
5225016,2017-06-21T13:49:52.117Z,CA,AB,Edmonton,53.54813,-113.59428
5248295,2017-06-21T13:51:33.760Z,CA,AB,Calgary,51.0242,-114.1004
4622917,2017-06-21T14:05:47.247Z,CA,BC,108 Mile Ranch,51.73946,-121.33774
5433244,2017-06-21T14:06:35.883Z,CA,QC,Montréal,45.502,-73.562
4756761,2017-06-21T14:15:42.673Z,CA,AB,Edmonton,53.4567,-113.5801
5053143,2017-06-21T14:37:40.203Z,CA,ON,Toronto,43.6682,-79.4209
5332404,2017-06-21T14:57:15.603Z,CA,AB,Airdrie,51.29855,-114.0274
4644823,2017-06-21T15:07:12.153Z,CA,ON,Brantford,43.13488,-80.25593
4703272,2017-06-21T15:11:46.323Z,CA,QC,Montréal,45.5294,-73.58
5124032,2017-06-21T15:42:37.560Z,CA,ON,Markham,43.8486,-79.2617
5252359,2017-06-21T15:51:56.583Z,CA,AB,Coronation,52.1033,-111.45
4852966,2017-06-21T16:23:30.590Z,CA,ON,Pembroke,45.7466,-77.2047
5003654,2017-06-21T16:34:22.333Z,CA,ON,Burlington,43.3082,-79.8454
4521875,2017-06-21T17:00:02.860Z,CA,ON,Kitchener,43.4397,-80.434
4617217,2017-06-21T17:05:24.503Z,CA,ON,London,42.993,-81.169
4767917,2017-06-21T17:16:38.990Z,CA,AB,Okotoks,50.7258,-113.974
5059539,2017-06-21T17:37:59.650Z,CA,ON,Toronto,43.6666,-79.3823
5065258,2017-06-21T17:38:17.917Z,CA,AB,Beaumont,53.43276,-113.43939
5083355,2017-06-21T17:39:41.727Z,CA,AB,Edmonton,53.63846,-113.48805
4561428,2017-06-21T18:01:47.927Z,CA,ON,Newmarket,44.039,-79.4724
4599951,2017-06-21T18:04:08.160Z,CA,QC,Laval,45.6236,-73.6861
4621215,2017-06-21T18:05:42.697Z,CA,QC,Vaudreuil-Dorion,45.3838,-74.041
5489996,2017-06-21T18:12:13.647Z,CA,ON,North York,43.7677,-79.4126
4841434,2017-06-21T18:22:25.633Z,CA,AB,Calgary,51.03797,-114.0295
4940934,2017-06-21T18:30:53.373Z,CA,ON,Mississauga,43.5738,-79.7193
5130688,2017-06-21T18:43:00.827Z,CA,ON,Toronto,43.6414,-79.4151
5341051,2017-06-21T18:58:09.943Z,CA,AB,Fort Mcmurray,56.75011,-111.45192
5451271,2017-06-21T19:08:55.223Z,CA,AB,Edmonton,53.44624,-113.44116
5120983,2017-06-21T19:42:23.013Z,CA,ON,Richmond Hill,43.9221,-79.4632
5401453,2017-06-21T20:02:56.137Z,CA,SK,Regina,50.45045,-104.61422
5365302,2017-06-21T20:59:47.537Z,CA,ON,Barrie,44.3303,-79.7268
5497778,2017-06-21T21:13:02.707Z,CA,AB,Red Deer,52.2651,-113.794
4969130,2017-06-21T21:32:20.173Z,CA,BC,Vancouver,49.26862,-123.17847
4529554,2017-06-21T22:00:35.983Z,CA,ON,Concord,43.81264,-79.50514
4579752,2017-06-21T22:02:23.170Z,CA,AB,Edmonton,53.40502,-113.53463
4800568,2017-06-21T22:18:55.393Z,CA,QC,Repentigny,45.766,-73.43331
5340030,2017-06-21T22:58:01.030Z,CA,AB,Calgary,51.049,-113.9622
