id,time,country,province,city,lat,long,POIID
4544161,2017-06-21T00:01:22.577Z,CA,AB,Calgary,51.06678,-114.05379,POI1
4544161,2017-06-21T00:01:22.577Z,CA,AB,Calgary,51.06678,-114.05379,POI2
4634415,2017-06-21T00:06:32.803Z,CA,ON,Minden,44.7771,-78.6494,POI3
5118281,2017-06-21T00:42:11.083Z,CA,BC,Port Moody,49.27897,-122.85453,POI1
5118281,2017-06-21T00:42:11.083Z,CA,BC,Port Moody,49.27897,-122.85453,POI2
5180353,2017-06-21T00:46:14.900Z,CA,ON,Toronto,43.6735,-79.403,POI3
4607438,2017-06-21T01:04:39.637Z,CA,ON,Toronto,43.6796,-79.4343,POI3
4984659,2017-06-21T01:33:13.080Z,CA,ON,Guelph,43.5776,-80.2201,POI3
5010651,2017-06-21T01:34:41.673Z,CA,AB,Calgary,51.0419,-114.2,POI1
5010651,2017-06-21T01:34:41.673Z,CA,AB,Calgary,51.0419,-114.2,POI2
5012869,2017-06-21T01:34:41.763Z,CA,AB,Calgary,51.0662,-114.1164,POI1
5012869,2017-06-21T01:34:41.763Z,CA,AB,Calgary,51.0662,-114.1164,POI2
5374201,2017-06-21T02:00:26.463Z,CA,AB,Lacombe,52.4519,-113.7223,POI1
5374201,2017-06-21T02:00:26.463Z,CA,AB,Lacombe,52.4519,-113.7223,POI2
5532943,2017-06-21T03:16:18.333Z,CA,ON,Dundas,43.2649,-79.9555,POI3
4784037,2017-06-21T03:17:28.340Z,CA,AB,Calgary,51.053,-114.161,POI1
4784037,2017-06-21T03:17:28.340Z,CA,AB,Calgary,51.053,-114.161,POI2
4845038,2017-06-21T03:22:47.227Z,CA,ON,Brampton,43.76873,-79.67093,POI3
5141571,2017-06-21T03:43:47.193Z,CA,ON,Kitchener,43.4134,-80.496,POI3
4758647,2017-06-21T04:15:49.537Z,CA,ON,North York,43.7801,-79.3479,POI3
4917369,2017-06-21T04:29:06.140Z,CA,AB,Edmonton,53.4854,-113.39,POI1
4917369,2017-06-21T04:29:06.140Z,CA,AB,Edmonton,53.4854,-113.39,POI2
