id,time,country,province,city,lat,long,POIID
4640747,2017-06-21T00:06:57.270Z,CA,ON,Barrie,44.3303,-79.7268,POI3
5224840,2017-06-21T00:49:50.810Z,CA,AB,Edmonton,53.572,-113.433,POI1
5224840,2017-06-21T00:49:50.810Z,CA,AB,Edmonton,53.572,-113.433,POI2
5389838,2017-06-21T01:01:58.317Z,CA,AB,Lethbridge,49.67568,-112.9061,POI1
5389838,2017-06-21T01:01:58.317Z,CA,AB,Lethbridge,49.67568,-112.9061,POI2
5449103,2017-06-21T01:08:26.210Z,CA,ON,Toronto,43.7129,-79.3888,POI3
5240103,2017-06-21T02:51:01.357Z,CA,AB,Calgary,51.1188,-113.9471,POI1
5240103,2017-06-21T02:51:01.357Z,CA,AB,Calgary,51.1188,-113.9471,POI2
4609678,2017-06-21T03:04:53.203Z,CA,AB,Calgary,51.1581,-113.938,POI1
4609678,2017-06-21T03:04:53.203Z,CA,AB,Calgary,51.1581,-113.938,POI2
5005527,2017-06-21T03:34:26.273Z,CA,ON,Etobicoke,43.6381,-79.5787,POI3
5399485,2017-06-21T04:02:42.967Z,CA,ON,Golden Lake,45.6278,-77.339,POI3
5505174,2017-06-21T04:13:35.420Z,CA,AB,Calgary,51.0419,-114.2,POI1
5505174,2017-06-21T04:13:35.420Z,CA,AB,Calgary,51.0419,-114.2,POI2
5173261,2017-06-21T04:45:54.840Z,CA,AB,Edmonton,53.5141,-113.601,POI1
5173261,2017-06-21T04:45:54.840Z,CA,AB,Edmonton,53.5141,-113.601,POI2
5018125,2017-06-21T05:34:57.013Z,CA,ON,Oakville,43.4934,-79.7126,POI3
5259781,2017-06-21T05:52:31.670Z,CA,ON,York,43.6883,-79.4496,POI3
5413147,2017-06-21T06:04:22.143Z,CA,QC,Laval,45.57311,-73.73099,POI3
4737602,2017-06-21T06:14:20.250Z,CA,AB,Calgary,51.05574,-113.95685,POI1
4737602,2017-06-21T06:14:20.250Z,CA,AB,Calgary,51.05574,-113.95685,POI2
5570312,2017-06-21T06:19:05.900Z,CA,ON,Oshawa,43.8894,-78.8766,POI3
4838186,2017-06-21T06:22:04.687Z,CA,AB,Edmonton,53.5515,-113.492,POI1
4838186,2017-06-21T06:22:04.687Z,CA,AB,Edmonton,53.5515,-113.492,POI2
5164629,2017-06-21T06:45:20.823Z,CA,ON,Mississauga,43.5738,-79.7193,POI3
5350451,2017-06-21T06:59:03.810Z,CA,AB,Edmonton,53.4143,-113.426,POI1
5350451,2017-06-21T06:59:03.810Z,CA,AB,Edmonton,53.4143,-113.426,POI2
5473767,2017-06-21T07:11:00.560Z,CA,ON,Ottawa,45.386,-75.676,POI3
5554330,2017-06-21T07:17:58.020Z,CA,BC,Vancouver,49.26239,-123.05722,POI1
5554330,2017-06-21T07:17:58.020Z,CA,BC,Vancouver,49.26239,-123.05722,POI2
4787555,2017-06-21T08:17:46.090Z,CA,ON,Mississauga,43.5924,-79.6953,POI3
5568389,2017-06-21T08:19:05.083Z,CA,ON,Ottawa,45.3244,-75.6048,POI3
4832053,2017-06-21T08:21:37.343Z,CA,AB,Calgary,50.9368,-114.01074,POI1
4832053,2017-06-21T08:21:37.343Z,CA,AB,Calgary,50.9368,-114.01074,POI2
5611080,2017-06-21T08:22:40.973Z,CA,AB,Red Deer,52.2468,-113.788,POI1
