id,time,country,province,city,lat,long,POIID
4867201,2017-06-21T00:24:32.520Z,CA,QC,Québec,46.8166,-71.2642,POI3
5040399,2017-06-21T00:36:47.137Z,CA,AB,Calgary,50.9106,-114.078,POI1
5040399,2017-06-21T00:36:47.137Z,CA,AB,Calgary,50.9106,-114.078,POI2
5057334,2017-06-21T00:37:48.777Z,CA,AB,Edmonton,53.4104,-113.517,POI1
5057334,2017-06-21T00:37:48.777Z,CA,AB,Edmonton,53.4104,-113.517,POI2
5149061,2017-06-21T00:44:13.380Z,CA,AB,Edmonton,53.5129,-113.623,POI1
5149061,2017-06-21T00:44:13.380Z,CA,AB,Edmonton,53.5129,-113.623,POI2
5364580,2017-06-21T00:59:44.727Z,CA,AB,Calgary,51.0823,-113.9578,POI1
5364580,2017-06-21T00:59:44.727Z,CA,AB,Calgary,51.0823,-113.9578,POI2
5510706,2017-06-21T01:14:17.563Z,CA,SK,Saskatoon,52.1225,-106.72488,POI1
5510706,2017-06-21T01:14:17.563Z,CA,SK,Saskatoon,52.1225,-106.72488,POI2
5014136,2017-06-21T01:34:44.447Z,CA,SK,Regina,50.42402,-104.51907,POI1
5014136,2017-06-21T01:34:44.447Z,CA,SK,Regina,50.42402,-104.51907,POI2
5259006,2017-06-21T01:52:26.987Z,CA,ON,Kingston,44.2647,-76.5504,POI3
5348563,2017-06-21T01:58:54.033Z,CA,ON,Ajax,43.8489,-79.0529,POI3
4656230,2017-06-21T02:07:50.947Z,CA,ON,Ottawa,45.4448,-75.6915,POI3
4670394,2017-06-21T02:08:59.720Z,CA,ON,Scarborough,43.7084,-79.2856,POI3
5541970,2017-06-21T02:17:15.337Z,CA,AB,Calgary,51.04529,-114.15784,POI1
5541970,2017-06-21T02:17:15.337Z,CA,AB,Calgary,51.04529,-114.15784,POI2
4805476,2017-06-21T02:19:18.083Z,CA,NB,Fredericton,45.9346,-66.6323,POI4
4943957,2017-06-21T02:30:55.887Z,CA,AB,Calgary,51.1188,-113.9471,POI1
4943957,2017-06-21T02:30:55.887Z,CA,AB,Calgary,51.1188,-113.9471,POI2
4960144,2017-06-21T02:31:44.420Z,CA,NL,Grand Falls-Windsor,48.9341,-55.6512,POI4
5327440,2017-06-21T02:56:49.940Z,CA,ON,Orangeville,43.9202,-80.0942,POI3
4534509,2017-06-21T03:00:56.463Z,CA,AB,Calgary,51.0876,-114.0214,POI1
4534509,2017-06-21T03:00:56.463Z,CA,AB,Calgary,51.0876,-114.0214,POI2
4784791,2017-06-21T03:17:31.610Z,CA,ON,Toronto,43.6682,-79.4209,POI3
4812317,2017-06-21T03:20:11.027Z,CA,QC,Laval,45.6409,-73.7542,POI3
4890266,2017-06-21T03:26:34.900Z,CA,AB,Edmonton,53.44218,-113.44523,POI1
4890266,2017-06-21T03:26:34.900Z,CA,AB,Edmonton,53.44218,-113.44523,POI2
4965759,2017-06-21T03:32:01.240Z,CA,NB,Moncton,46.1033,-64.815,POI4
