id,time,country,province,city,lat,long,POIID
4589647,2017-06-21T00:03:08.637Z,CA,AB,Calgary,51.0571,-114.077,POI1
4589647,2017-06-21T00:03:08.637Z,CA,AB,Calgary,51.0571,-114.077,POI2
5421773,2017-06-21T00:04:59.437Z,CA,NL,St. John's,47.5144,-52.6566,POI4
5460552,2017-06-21T00:09:44.577Z,CA,ON,Timmins,48.4773,-81.3364,POI3
4583342,2017-06-21T01:02:38.320Z,CA,ON,Windsor,42.3159,-83.0311,POI3
4746386,2017-06-21T01:15:01.607Z,CA,AB,Duffield,53.5224,-114.216,POI1
4746386,2017-06-21T01:15:01.607Z,CA,AB,Duffield,53.5224,-114.216,POI2
5416913,2017-06-21T02:04:35.387Z,CA,AB,Calgary,50.92046,-114.01885,POI1
5416913,2017-06-21T02:04:35.387Z,CA,AB,Calgary,50.92046,-114.01885,POI2
4633046,2017-06-21T02:06:21.197Z,CA,AB,Calgary,51.03922,-113.97842,POI1
4633046,2017-06-21T02:06:21.197Z,CA,AB,Calgary,51.03922,-113.97842,POI2
5474934,2017-06-21T02:11:01.973Z,CA,ON,Pickering,43.8509,-79.0717,POI3
4721826,2017-06-21T02:13:25.403Z,CA,AB,Calgary,51.0876,-114.0214,POI1
4721826,2017-06-21T02:13:25.403Z,CA,AB,Calgary,51.0876,-114.0214,POI2
4871373,2017-06-21T02:25:02.850Z,CA,AB,Calgary,51.133,-114.183,POI1
4871373,2017-06-21T02:25:02.850Z,CA,AB,Calgary,51.133,-114.183,POI2
5132011,2017-06-21T02:43:09.630Z,CA,AB,Ponoka,52.6768,-113.5815,POI1
5132011,2017-06-21T02:43:09.630Z,CA,AB,Ponoka,52.6768,-113.5815,POI2
5250226,2017-06-21T02:51:45.937Z,CA,AB,Calgary,51.0196,-114.20029,POI1
5250226,2017-06-21T02:51:45.937Z,CA,AB,Calgary,51.0196,-114.20029,POI2
5186589,2017-06-21T03:46:44.920Z,CA,ON,Newmarket,44.039,-79.4724,POI3
5230083,2017-06-21T03:50:15.607Z,CA,AB,Fort Mcmurray,56.7141,-111.38,POI1
5230083,2017-06-21T03:50:15.607Z,CA,AB,Fort Mcmurray,56.7141,-111.38,POI2
5297788,2017-06-21T03:55:03.970Z,CA,ON,Ottawa,45.4179,-75.6489,POI3
4528850,2017-06-21T04:00:29.240Z,CA,AB,Calgary,51.15648,-114.07926,POI1
4528850,2017-06-21T04:00:29.240Z,CA,AB,Calgary,51.15648,-114.07926,POI2
5447208,2017-06-21T05:08:08.220Z,CA,ON,Oakville,43.4404,-79.7681,POI3
4965861,2017-06-21T05:32:05.027Z,CA,AB,Cochrane,51.18377,-114.51196,POI1
4965861,2017-06-21T05:32:05.027Z,CA,AB,Cochrane,51.18377,-114.51196,POI2
4526865,2017-06-21T06:00:22.377Z,CA,ON,Mississauga,43.5812,-79.6323,POI3
5583212,2017-06-21T06:20:15.047Z,CA,QC,Gatineau,45.4152,-75.8753,POI3
4971113,2017-06-21T06:32:24.820Z,CA,ON,Scarborough,43.78187,-79.13641,POI3
5060726,2017-06-21T06:37:58.810Z,CA,MB,Brandon,49.81636,-99.96521,POI1
5060726,2017-06-21T06:37:58.810Z,CA,MB,Brandon,49.81636,-99.96521,POI2
5076905,2017-06-21T07:39:09.950Z,CA,AB,Calgary,51.1188,-113.9471,POI1
5076905,2017-06-21T07:39:09.950Z,CA,AB,Calgary,51.1188,-113.9471,POI2
5346143,2017-06-21T07:58:37.727Z,CA,AB,Lacombe,52.4668,-113.7353,POI1
5346143,2017-06-21T07:58:37.727Z,CA,AB,Lacombe,52.4668,-113.7353,POI2
4709905,2017-06-21T08:12:26.230Z,CA,AB,Edmonton,53.5185,-113.6579,POI1
4709905,2017-06-21T08:12:26.230Z,CA,AB,Edmonton,53.5185,-113.6579,POI2
4878040,2017-06-21T08:25:44.103Z,CA,AB,Calgary,50.91888,-113.92254,POI1
4878040,2017-06-21T08:25:44.103Z,CA,AB,Calgary,50.91888,-113.92254,POI2
4895796,2017-06-21T08:27:04.500Z,CA,ON,Markham,43.8451,-79.3175,POI3
4914757,2017-06-21T08:28:52.000Z,CA,ON,Richmond Hill,43.8939,-79.4375,POI3
4980513,2017-06-21T08:32:53.407Z,CA,AB,Calgary,50.9505,-113.947,POI1
4980513,2017-06-21T08:32:53.407Z,CA,AB,Calgary,50.9505,-113.947,POI2
5379304,2017-06-21T09:00:49.900Z,CA,BC,Vancouver,49.26001,-123.15874,POI1
5379304,2017-06-21T09:00:49.900Z,CA,BC,Vancouver,49.26001,-123.15874,POI2
4710657,2017-06-21T09:12:30.273Z,CA,ON,Mississauga,43.5355,-79.6915,POI3
4743504,2017-06-21T09:14:50.180Z,CA,ON,Toronto,43.6459,-79.3857,POI3
4942533,2017-06-21T09:30:54.613Z,CA,ON,Brampton,43.6971,-79.7944,POI3
5290081,2017-06-21T09:54:34.013Z,CA,AB,Ponoka,52.6755,-113.576,POI1
5290081,2017-06-21T09:54:34.013Z,CA,AB,Ponoka,52.6755,-113.576,POI2
5332787,2017-06-21T09:57:16.100Z,CA,ON,Thornhill,43.8395,-79.3831,POI3
5523370,2017-06-21T10:15:33.020Z,CA,AB,Lethbridge,49.6836,-112.834,POI1
5523370,2017-06-21T10:15:33.020Z,CA,AB,Lethbridge,49.6836,-112.834,POI2
5032763,2017-06-21T10:36:11.333Z,CA,AB,Calgary,51.08108,-114.208,POI1
5032763,2017-06-21T10:36:11.333Z,CA,AB,Calgary,51.08108,-114.208,POI2
5090586,2017-06-21T10:40:18.673Z,CA,AB,Calgary,51.01511,-114.16271,POI1
5090586,2017-06-21T10:40:18.673Z,CA,AB,Calgary,51.01511,-114.16271,POI2
5117499,2017-06-21T10:42:04.743Z,CA,AB,Edmonton,53.5046,-113.453,POI1
5117499,2017-06-21T10:42:04.743Z,CA,AB,Edmonton,53.5046,-113.453,POI2
5200828,2017-06-21T10:48:00.420Z,CA,AB,Leduc,53.23811,-113.54515,POI1
5200828,2017-06-21T10:48:00.420Z,CA,AB,Leduc,53.23811,-113.54515,POI2
5359488,2017-06-21T10:59:25.800Z,CA,ON,Barrie,44.3851,-79.6991,POI3
4737888,2017-06-21T11:14:19.787Z,CA,AB,Edmonton,53.5314,-113.582,POI1
4737888,2017-06-21T11:14:19.787Z,CA,AB,Edmonton,53.5314,-113.582,POI2
5517654,2017-06-21T11:15:02.190Z,CA,SK,Moose Jaw,50.3887,-105.533,POI1
5517654,2017-06-21T11:15:02.190Z,CA,SK,Moose Jaw,50.3887,-105.533,POI2
4873955,2017-06-21T11:25:13.763Z,CA,ON,Vanier,45.4355,-75.6656,POI3
5126035,2017-06-21T11:42:42.483Z,CA,AB,Calgary,51.1248,-113.9325,POI1
5126035,2017-06-21T11:42:42.483Z,CA,AB,Calgary,51.1248,-113.9325,POI2
4561597,2017-06-21T12:01:48.987Z,CA,ON,Sudbury,46.49,-81.01,POI3
4630780,2017-06-21T12:06:13.367Z,CA,QC,Saint-Laurent,45.505,-73.7101,POI3
4735188,2017-06-21T12:14:12.073Z,CA,AB,Edmonton,53.4601,-113.499,POI1
4735188,2017-06-21T12:14:12.073Z,CA,AB,Edmonton,53.4601,-113.499,POI2
4773163,2017-06-21T12:16:51.547Z,CA,AB,Okotoks,50.7362,-113.9695,POI1
4773163,2017-06-21T12:16:51.547Z,CA,AB,Okotoks,50.7362,-113.9695,POI2
4775175,2017-06-21T12:17:00.040Z,CA,AB,Edmonton,53.44217,-113.4452,POI1
4775175,2017-06-21T12:17:00.040Z,CA,AB,Edmonton,53.44217,-113.4452,POI2
5278100,2017-06-21T12:53:55.900Z,CA,ON,Toronto,43.6666,-79.3823,POI3
4984130,2017-06-21T13:33:09.627Z,CA,SK,Saskatoon,52.12613,-106.74186,POI1
4984130,2017-06-21T13:33:09.627Z,CA,SK,Saskatoon,52.12613,-106.74186,POI2
5298325,2017-06-21T13:55:05.063Z,CA,ON,York,43.675,-79.4811,POI3
4578065,2017-06-21T14:02:16.523Z,CA,AB,Edmonton,53.50137,-113.61601,POI1
4578065,2017-06-21T14:02:16.523Z,CA,AB,Edmonton,53.50137,-113.61601,POI2
4618821,2017-06-21T14:05:31.847Z,CA,ON,Thorold,43.1182,-79.2075,POI3
4643540,2017-06-21T14:07:07.590Z,CA,AB,Edmonton,53.5181,-113.5797,POI1
4643540,2017-06-21T14:07:07.590Z,CA,AB,Edmonton,53.5181,-113.5797,POI2
5396908,2017-06-21T15:02:30.050Z,CA,AB,Calgary,51.0915,-114.2073,POI1
5396908,2017-06-21T15:02:30.050Z,CA,AB,Calgary,51.0915,-114.2073,POI2
4654313,2017-06-21T15:07:43.097Z,CA,ON,Toronto,43.6886,-79.3919,POI3
4716164,2017-06-21T15:12:50.613Z,CA,AB,Red Deer,52.3116,-113.842,POI1
4716164,2017-06-21T15:12:50.613Z,CA,AB,Red Deer,52.3116,-113.842,POI2
5543992,2017-06-21T15:17:22.760Z,CA,AB,Edmonton,53.51122,-113.62499,POI1
5543992,2017-06-21T15:17:22.760Z,CA,AB,Edmonton,53.51122,-113.62499,POI2
4802243,2017-06-21T15:18:59.107Z,CA,AB,Calgary,51.1467,-114.3133,POI1
4802243,2017-06-21T15:18:59.107Z,CA,AB,Calgary,51.1467,-114.3133,POI2
5584309,2017-06-21T15:20:21.773Z,CA,ON,Petawawa,45.8959,-77.2676,POI3
4855197,2017-06-21T15:23:32.620Z,CA,AB,Edmonton,53.47344,-113.39647,POI1
4855197,2017-06-21T15:23:32.620Z,CA,AB,Edmonton,53.47344,-113.39647,POI2
5068802,2017-06-21T15:38:35.900Z,CA,NB,Fredericton,45.9346,-66.6323,POI4
5257450,2017-06-21T15:52:18.237Z,CA,AB,Calgary,51.0378,-114.08,POI1
5257450,2017-06-21T15:52:18.237Z,CA,AB,Calgary,51.0378,-114.08,POI2
5380034,2017-06-21T16:00:53.750Z,CA,ON,Toronto,43.7028,-79.3877,POI3
4621493,2017-06-21T16:05:41.073Z,CA,AB,Airdrie,51.3082,-114.0398,POI1
4621493,2017-06-21T16:05:41.073Z,CA,AB,Airdrie,51.3082,-114.0398,POI2
5601304,2017-06-21T16:21:24.010Z,CA,AB,Calgary,51.0292,-114.16931,POI1
5601304,2017-06-21T16:21:24.010Z,CA,AB,Calgary,51.0292,-114.16931,POI2
4877740,2017-06-21T16:25:38.317Z,CA,SK,Saskatoon,52.1218,-106.645,POI1
4877740,2017-06-21T16:25:38.317Z,CA,SK,Saskatoon,52.1218,-106.645,POI2
5288908,2017-06-21T16:54:32.933Z,CA,ON,Kanata,45.2823,-75.8459,POI3
5355368,2017-06-21T16:59:16.527Z,CA,AB,Calgary,51.0524,-114.038,POI1
5355368,2017-06-21T16:59:16.527Z,CA,AB,Calgary,51.0524,-114.038,POI2
5298647,2017-06-21T17:55:04.240Z,CA,AB,Calgary,51.0486,-113.968,POI1
5298647,2017-06-21T17:55:04.240Z,CA,AB,Calgary,51.0486,-113.968,POI2
5437464,2017-06-21T18:07:01.083Z,CA,ON,Toronto,43.6477,-79.4174,POI3
4648982,2017-06-21T18:07:24.307Z,CA,AB,Calgary,51.0242,-114.1004,POI1
4648982,2017-06-21T18:07:24.307Z,CA,AB,Calgary,51.0242,-114.1004,POI2
5452384,2017-06-21T18:08:57.917Z,CA,AB,Calgary,50.8837,-114.0326,POI1
