id,time,country,province,city,lat,long,POIID
4702776,2017-06-21T01:11:44.370Z,CA,QC,Montréal,45.53422,-73.60037,POI3
5515450,2017-06-21T01:14:47.140Z,CA,AB,Calgary,50.88997,-113.95227,POI1
5515450,2017-06-21T01:14:47.140Z,CA,AB,Calgary,50.88997,-113.95227,POI2
4893430,2017-06-21T01:26:54.230Z,CA,BC,Langley,49.173,-122.6379,POI1
4893430,2017-06-21T01:26:54.230Z,CA,BC,Langley,49.173,-122.6379,POI2
4970329,2017-06-21T01:32:24.720Z,CA,ON,Maple,43.8526,-79.5117,POI3
4971934,2017-06-21T01:32:30.270Z,CA,ON,Toronto,43.6682,-79.4209,POI3
5069237,2017-06-21T02:38:38.000Z,CA,AB,Calgary,50.9722,-114.062,POI1
5069237,2017-06-21T02:38:38.000Z,CA,AB,Calgary,50.9722,-114.062,POI2
5081357,2017-06-21T02:39:28.537Z,CA,ON,Scarborough,43.798,-79.227,POI3
5327038,2017-06-21T03:56:47.047Z,CA,AB,Calgary,51.1387,-114.2015,POI1
5327038,2017-06-21T03:56:47.047Z,CA,AB,Calgary,51.1387,-114.2015,POI2
5369598,2017-06-21T04:00:04.227Z,CA,QC,Saint-Laurent,45.51306,-73.70694,POI3
4620720,2017-06-21T04:05:40.350Z,CA,ON,Toronto,43.6655,-79.4204,POI3
5586896,2017-06-21T04:20:35.570Z,CA,AB,Edmonton,53.5178,-113.552,POI1
5586896,2017-06-21T04:20:35.570Z,CA,AB,Edmonton,53.5178,-113.552,POI2
5249854,2017-06-21T04:51:43.753Z,CA,ON,Toronto,43.6666,-79.3823,POI3
5567289,2017-06-21T05:19:03.570Z,CA,BC,Nanaimo,49.2154,-124.011,POI1
5567289,2017-06-21T05:19:03.570Z,CA,BC,Nanaimo,49.2154,-124.011,POI2
4945341,2017-06-21T05:31:03.383Z,CA,AB,Calgary,51.0196,-114.20029,POI1
4945341,2017-06-21T05:31:03.383Z,CA,AB,Calgary,51.0196,-114.20029,POI2
4542437,2017-06-21T06:01:23.443Z,CA,ON,Toronto,43.7068,-79.3991,POI3
5397722,2017-06-21T06:02:33.793Z,CA,AB,Fort Mcmurray,56.7282,-111.37217,POI1
5397722,2017-06-21T06:02:33.793Z,CA,AB,Fort Mcmurray,56.7282,-111.37217,POI2
4584372,2017-06-21T06:02:38.643Z,CA,ON,Markham,43.8451,-79.3175,POI3
5571235,2017-06-21T06:19:10.903Z,CA,AB,Lethbridge,49.6836,-112.834,POI1
5571235,2017-06-21T06:19:10.903Z,CA,AB,Lethbridge,49.6836,-112.834,POI2
5041674,2017-06-21T06:36:50.380Z,CA,SK,Saskatoon,52.1225,-106.72488,POI1
5041674,2017-06-21T06:36:50.380Z,CA,SK,Saskatoon,52.1225,-106.72488,POI2
5228340,2017-06-21T06:50:09.810Z,CA,ON,Toronto,43.6682,-79.4209,POI3
4527441,2017-06-21T07:00:21.113Z,CA,ON,Burlington,43.375,-79.8434,POI3
4666881,2017-06-21T07:08:44.413Z,CA,AB,Edmonton,53.6075,-113.48717,POI1
4666881,2017-06-21T07:08:44.413Z,CA,AB,Edmonton,53.6075,-113.48717,POI2
4957377,2017-06-21T07:31:34.633Z,CA,ON,Scarborough,43.7589,-79.225,POI3
4995468,2017-06-21T07:33:52.600Z,CA,AB,Sherwood Park,53.5409,-113.2701,POI1
4995468,2017-06-21T07:33:52.600Z,CA,AB,Sherwood Park,53.5409,-113.2701,POI2
5244193,2017-06-21T07:51:19.757Z,CA,ON,Newmarket,44.0587,-79.4591,POI3
5356436,2017-06-21T07:59:16.470Z,CA,AB,Lethbridge,49.6836,-112.834,POI1
5356436,2017-06-21T07:59:16.470Z,CA,AB,Lethbridge,49.6836,-112.834,POI2
4597971,2017-06-21T08:03:54.767Z,CA,AB,Calgary,51.08201,-113.96235,POI1
4597971,2017-06-21T08:03:54.767Z,CA,AB,Calgary,51.08201,-113.96235,POI2
5414035,2017-06-21T08:04:26.107Z,CA,ON,Toronto,43.6477,-79.4174,POI3
5441940,2017-06-21T08:07:26.047Z,CA,SK,Regina,50.4186,-104.594,POI1
