id,time,country,province,city,lat,long,POIID
4594806,2017-06-21T00:03:35.897Z,CA,AB,Edmonton,53.465,-113.414,POI1
4594806,2017-06-21T00:03:35.897Z,CA,AB,Edmonton,53.465,-113.414,POI2
5476857,2017-06-21T00:11:13.540Z,CA,ON,Toronto,43.7264,-79.3978,POI3
4939642,2017-06-21T00:30:42.813Z,CA,AB,Edmonton,53.44231,-113.44509,POI1
4939642,2017-06-21T00:30:42.813Z,CA,AB,Edmonton,53.44231,-113.44509,POI2
5021268,2017-06-21T00:35:06.203Z,CA,QC,Sainte-Foy,46.7823,-71.2882,POI3
5080014,2017-06-21T00:39:26.577Z,CA,QC,Saint-Hyacinthe,45.63937,-72.9563,POI3
5397387,2017-06-21T01:02:34.200Z,CA,ON,Thunder Bay,48.47088,-89.18242,POI3
4633074,2017-06-21T01:06:24.447Z,CA,QC,Dorval,45.4431,-73.751,POI3
5462234,2017-06-21T01:09:55.863Z,CA,ON,Markham,43.8738,-79.2604,POI3
5108776,2017-06-21T01:41:41.507Z,CA,AB,Edmonton,53.4564,-113.521,POI1
5108776,2017-06-21T01:41:41.507Z,CA,AB,Edmonton,53.4564,-113.521,POI2
5373264,2017-06-21T02:00:23.357Z,CA,ON,Toronto,48.73082,9.24356,POI4
5399709,2017-06-21T02:02:42.973Z,CA,ON,Scarborough,43.7936,-79.2692,POI3
5497371,2017-06-21T02:13:01.113Z,CA,AB,Calgary,51.0075,-114.004,POI1
5497371,2017-06-21T02:13:01.113Z,CA,AB,Calgary,51.0075,-114.004,POI2
4845205,2017-06-21T02:22:47.387Z,CA,SK,Saskatoon,52.1304,-106.662,POI1
4845205,2017-06-21T02:22:47.387Z,CA,SK,Saskatoon,52.1304,-106.662,POI2
5264977,2017-06-21T02:52:48.260Z,CA,SK,Saskatoon,52.1218,-106.645,POI1
5264977,2017-06-21T02:52:48.260Z,CA,SK,Saskatoon,52.1218,-106.645,POI2
5582917,2017-06-21T03:20:10.400Z,CA,ON,London,42.99587,-81.2662,POI3
5082760,2017-06-21T03:39:37.740Z,CA,BC,Abbotsford,49.05882,-122.27276,POI1
5082760,2017-06-21T03:39:37.740Z,CA,BC,Abbotsford,49.05882,-122.27276,POI2
5090769,2017-06-21T03:40:20.307Z,CA,ON,Kitchener,43.4553,-80.4845,POI3
5240570,2017-06-21T03:51:03.577Z,CA,AB,Leduc,53.2668,-113.552,POI1
5240570,2017-06-21T03:51:03.577Z,CA,AB,Leduc,53.2668,-113.552,POI2
5375821,2017-06-21T04:00:38.710Z,CA,ON,Ottawa,45.3617,-75.7905,POI3
4918370,2017-06-21T04:29:12.437Z,CA,ON,London,43.0061,-81.2962,POI3
5374859,2017-06-21T05:00:31.223Z,CA,AB,Calgary,51.13432,-114.11984,POI1
5374859,2017-06-21T05:00:31.223Z,CA,AB,Calgary,51.13432,-114.11984,POI2
5405808,2017-06-21T05:03:34.453Z,CA,AB,Calgary,50.88649,-114.04886,POI1
5405808,2017-06-21T05:03:34.453Z,CA,AB,Calgary,50.88649,-114.04886,POI2
5005906,2017-06-21T05:34:28.817Z,CA,BC,Burnaby,49.23342,-123.01704,POI1
