id,time,country,province,city,lat,long,POIID
4643406,2017-06-21T00:07:03.113Z,CA,ON,Woodstock,43.1327,-80.7449,POI3
4648298,2017-06-21T00:07:17.373Z,CA,AB,Calgary,51.03922,-113.97842,POI1
4648298,2017-06-21T00:07:17.373Z,CA,AB,Calgary,51.03922,-113.97842,POI2
5502818,2017-06-21T00:13:20.230Z,CA,ON,Toronto,43.64291,-79.40153,POI3
4822918,2017-06-21T00:20:56.880Z,CA,AB,Calgary,51.0419,-114.061,POI1
4822918,2017-06-21T00:20:56.880Z,CA,AB,Calgary,51.0419,-114.061,POI2
5238074,2017-06-21T00:50:56.350Z,CA,AB,Lethbridge,49.6836,-112.834,POI1
5238074,2017-06-21T00:50:56.350Z,CA,AB,Lethbridge,49.6836,-112.834,POI2
5428814,2017-06-21T01:05:56.827Z,CA,AB,Red Deer,52.2468,-113.788,POI1
5428814,2017-06-21T01:05:56.827Z,CA,AB,Red Deer,52.2468,-113.788,POI2
5463525,2017-06-21T01:10:02.770Z,CA,ON,Toronto,43.7056,-79.4279,POI3
4739052,2017-06-21T01:14:34.487Z,CA,ON,Scarborough,43.798,-79.227,POI3
5244035,2017-06-21T01:51:18.020Z,CA,ON,Saint Catharines,43.18,-79.21,POI3
4544995,2017-06-21T02:01:28.653Z,CA,ON,Wingham,43.9005,-81.3169,POI3
4667730,2017-06-21T02:08:43.320Z,CA,SK,Regina,50.4314,-104.556,POI1
4667730,2017-06-21T02:08:43.320Z,CA,SK,Regina,50.4314,-104.556,POI2
4711522,2017-06-21T02:12:33.003Z,CA,ON,Toronto,43.6715,-79.3801,POI3
5515303,2017-06-21T02:14:47.063Z,CA,BC,Aldergrove,49.1661,-122.5792,POI1
5515303,2017-06-21T02:14:47.063Z,CA,BC,Aldergrove,49.1661,-122.5792,POI2
4992190,2017-06-21T02:33:42.407Z,CA,BC,Vancouver,49.293,-123.048,POI1
4992190,2017-06-21T02:33:42.407Z,CA,BC,Vancouver,49.293,-123.048,POI2
5038854,2017-06-21T02:36:40.383Z,CA,MB,Winnipeg,49.893,-97.001,POI1
5038854,2017-06-21T02:36:40.383Z,CA,MB,Winnipeg,49.893,-97.001,POI2
5041718,2017-06-21T02:36:52.780Z,CA,ON,Thornhill,43.8395,-79.3831,POI3
4565518,2017-06-21T03:01:50.060Z,CA,ON,Sudbury,46.4762,-80.9601,POI3
5485188,2017-06-21T03:11:45.167Z,CA,SK,Delisle,51.9203,-107.1383,POI1
5485188,2017-06-21T03:11:45.167Z,CA,SK,Delisle,51.9203,-107.1383,POI2
5465281,2017-06-21T04:10:11.033Z,CA,ON,Mississauga,43.6046,-79.6729,POI3
4704499,2017-06-21T04:11:55.247Z,CA,AB,Edmonton,53.43953,-113.4496,POI1
4704499,2017-06-21T04:11:55.247Z,CA,AB,Edmonton,53.43953,-113.4496,POI2
5508826,2017-06-21T04:13:58.070Z,CA,MB,Winnipeg,49.92437,-97.2059,POI1
5508826,2017-06-21T04:13:58.070Z,CA,MB,Winnipeg,49.92437,-97.2059,POI2
5567143,2017-06-21T04:19:03.887Z,CA,ON,Renfrew,45.4716,-76.6848,POI3
5132962,2017-06-21T04:43:12.913Z,CA,AB,Edmonton,53.50136,-113.6161,POI1
5132962,2017-06-21T04:43:12.913Z,CA,AB,Edmonton,53.50136,-113.6161,POI2
5249398,2017-06-21T04:51:40.840Z,CA,QC,Sainte-Foy,46.7823,-71.2882,POI3
5305758,2017-06-21T04:55:37.413Z,CA,AB,Calgary,50.9632,-114.082,POI1
5305758,2017-06-21T04:55:37.413Z,CA,AB,Calgary,50.9632,-114.082,POI2
4827232,2017-06-21T05:21:14.953Z,CA,AB,Calgary,51.0494,-113.9564,POI1
4827232,2017-06-21T05:21:14.953Z,CA,AB,Calgary,51.0494,-113.9564,POI2
4951217,2017-06-21T05:31:19.663Z,CA,AB,Calgary,51.1317,-114.0146,POI1
4951217,2017-06-21T05:31:19.663Z,CA,AB,Calgary,51.1317,-114.0146,POI2
5129235,2017-06-21T05:42:57.523Z,CA,AB,Calgary,51.0818,-113.959,POI1
5129235,2017-06-21T05:42:57.523Z,CA,AB,Calgary,51.0818,-113.959,POI2
