id,time,country,province,city,lat,long,POIID
5181056,2017-06-21T00:46:11.753Z,CA,ON,Ottawa,45.4023,-75.7329,POI3
5330529,2017-06-21T00:57:05.277Z,CA,AB,Airdrie,51.3082,-114.0398,POI1
5330529,2017-06-21T00:57:05.277Z,CA,AB,Airdrie,51.3082,-114.0398,POI2
5491895,2017-06-21T01:12:32.373Z,CA,AB,Calgary,51.0494,-113.9564,POI1
5491895,2017-06-21T01:12:32.373Z,CA,AB,Calgary,51.0494,-113.9564,POI2
4906147,2017-06-21T01:28:04.020Z,CA,SK,Saskatoon,52.1218,-106.645,POI1
4906147,2017-06-21T01:28:04.020Z,CA,SK,Saskatoon,52.1218,-106.645,POI2
4987812,2017-06-21T01:33:24.273Z,CA,ON,Toronto,43.7264,-79.3978,POI3
5260988,2017-06-21T01:52:33.353Z,CA,ON,Toronto,43.672,-79.3791,POI3
5338175,2017-06-21T01:57:48.723Z,CA,ON,Vaughan,43.8432,-79.5644,POI3
4794930,2017-06-21T02:18:21.903Z,CA,ON,Markham,43.82821,-79.29797,POI3
4917461,2017-06-21T02:29:10.613Z,CA,AB,Fort Mackay,57.29932,-111.50604,POI1
4917461,2017-06-21T02:29:10.613Z,CA,AB,Fort Mackay,57.29932,-111.50604,POI2
5070811,2017-06-21T02:38:41.277Z,CA,QC,Granby,45.3992,-72.7544,POI3
5148697,2017-06-21T02:44:13.060Z,CA,AB,Edmonton,53.5051,-113.437,POI1
5148697,2017-06-21T02:44:13.060Z,CA,AB,Edmonton,53.5051,-113.437,POI2
5304535,2017-06-21T02:55:35.870Z,CA,ON,Ottawa,45.3348,-75.0834,POI3
5512703,2017-06-21T03:14:28.417Z,CA,QC,Saint-Nicolas,46.72749,-71.29906,POI3
4979944,2017-06-21T03:32:51.630Z,CA,ON,Kitchener,43.4397,-80.434,POI3
5446935,2017-06-21T04:08:10.373Z,CA,ON,Minto,43.9175,-80.8832,POI3
5462764,2017-06-21T04:09:59.620Z,CA,ON,Kingston,44.2647,-76.5504,POI3
5118088,2017-06-21T04:42:07.297Z,CA,SK,Shackleton,50.65212,-108.4722,POI1
5118088,2017-06-21T04:42:07.297Z,CA,SK,Shackleton,50.65212,-108.4722,POI2
5272915,2017-06-21T04:53:24.890Z,CA,ON,Guelph,43.5776,-80.2201,POI3
5369387,2017-06-21T05:00:02.553Z,CA,ON,Pickering,43.83708,-79.12283,POI3
5383041,2017-06-21T05:01:18.723Z,CA,ON,Oshawa,43.9205,-78.8287,POI3
4589060,2017-06-21T05:03:08.527Z,CA,ON,Milton,43.515,-79.8821,POI3
4677122,2017-06-21T05:09:33.040Z,CA,ON,Mississauga,43.6046,-79.6729,POI3
5508442,2017-06-21T05:13:50.437Z,CA,ON,Toronto,43.6796,-79.4343,POI3
5241585,2017-06-21T05:51:10.930Z,CA,ON,Thunder Bay,48.4527,-89.2162,POI3
5311008,2017-06-21T05:55:49.347Z,CA,ON,Mississauga,43.5924,-79.6953,POI3
4672909,2017-06-21T06:09:08.200Z,CA,QC,Dorval,45.4431,-73.751,POI3
4746034,2017-06-21T06:15:01.853Z,CA,AB,Okotoks,50.7362,-113.9695,POI1
4746034,2017-06-21T06:15:01.853Z,CA,AB,Okotoks,50.7362,-113.9695,POI2
5606788,2017-06-21T06:22:10.410Z,CA,MB,Winnipeg,49.9429,-97.1651,POI1
5606788,2017-06-21T06:22:10.410Z,CA,MB,Winnipeg,49.9429,-97.1651,POI2
5051009,2017-06-21T06:37:25.243Z,CA,ON,Lindsay,44.357,-78.7405,POI3
5359872,2017-06-21T06:59:24.230Z,CA,AB,Calgary,51.11772,-113.95005,POI1
5359872,2017-06-21T06:59:24.230Z,CA,AB,Calgary,51.11772,-113.95005,POI2
4638484,2017-06-21T07:06:47.757Z,CA,AB,Edmonton,53.5181,-113.5797,POI1
4638484,2017-06-21T07:06:47.757Z,CA,AB,Edmonton,53.5181,-113.5797,POI2
5526054,2017-06-21T07:15:45.563Z,CA,MB,Beausejour,50.062,-96.521,POI1
5526054,2017-06-21T07:15:45.563Z,CA,MB,Beausejour,50.062,-96.521,POI2
4799090,2017-06-21T07:18:41.283Z,CA,AB,Calgary,51.1833,-114.153,POI1
4799090,2017-06-21T07:18:41.283Z,CA,AB,Calgary,51.1833,-114.153,POI2
5013890,2017-06-21T07:34:42.570Z,CA,ON,Mississauga,43.5769,-79.6283,POI3
5509117,2017-06-21T08:13:58.503Z,CA,ON,Toronto,43.6459,-79.3857,POI3
5516932,2017-06-21T08:14:50.870Z,CA,AB,Edmonton,53.5129,-113.623,POI1
5516932,2017-06-21T08:14:50.870Z,CA,AB,Edmonton,53.5129,-113.623,POI2
4790735,2017-06-21T08:17:56.257Z,CA,ON,Mississauga,43.58846,-79.63915,POI3
4926114,2017-06-21T08:29:51.563Z,CA,ON,Mississauga,43.5115,-79.6292,POI3
5306636,2017-06-21T08:55:35.683Z,CA,ON,Toronto,43.65392,-79.4394,POI3
5383366,2017-06-21T09:01:19.057Z,CA,ON,Toronto,43.6477,-79.4174,POI3
4568858,2017-06-21T09:01:51.837Z,CA,ON,Markham,43.8747,-79.2599,POI3
